Identification	Name	Type	Temperature	Risk	Source
CRBIP3.2441	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Chrysomelid_Beetle
CRBIP3.2442	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Chrysomelid_Beetele
CRBIP3.2443	Bacillus_thuringiensis__kenyae	Bacteria	0	1	wheat_straw&stem
CRBIP3.2444	Bacillus_thuringiensis__kenyae	Bacteria	0	1	wheat_straw&stem
CRBIP3.2445	Bacillus_thuringiensis__kenyae	Bacteria	0	1	wheat_straw&stem
CRBIP3.2446	Bacillus_thuringiensis__kenyae	Bacteria	0	1	wheat_straw&stem
CRBIP3.2447	Bacillus_thuringiensis__kenyae	Bacteria	0	1	wheat_straw&stem
CRBIP3.2448	Bacillus_thuringiensis__kenyae	Bacteria	0	1	rice
CRBIP3.2449	Bacillus_thuringiensis__tolworthi	Bacteria	0	1	rice
CRBIP3.245	Bacillus_thuringiensis__entomocidus	Bacteria	0	1	
CRBIP3.2455	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2456	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2457	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2458	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2459	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.246	Bacillus_cereus__	Bacteria	0	1	*expert._prod._pharmaceutiques
CRBIP3.2460	Bacillus_sphaericus__H25	Bacteria	0	1	
CRBIP3.2461	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2462	Bacillus_sphaericus__H25	Bacteria	0	1	
CRBIP3.2463	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.2464	Bacillus_sphaericus__H25	Bacteria	0	1	
CRBIP3.2465	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.2466	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2467	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2468	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2469	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.247	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.2470	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2471	Bacillus_sphaericus__H25	Bacteria	0	1	
CRBIP3.2472	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2473	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2474	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2475	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2477	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	Cirphis_unipuncta
CRBIP3.2478	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.248	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	Lymantria_dispar
CRBIP3.2480	Bacillus_thuringiensis__israelensis	Bacteria	0	1	*_sol
CRBIP3.2481	Bacillus_thuringiensis__israelensis	Bacteria	0	1	*_sol
CRBIP3.2482	Bacillus_thuringiensis__israelensis	Bacteria	0	1	*_sol
CRBIP3.2483	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2484	Bacillus_thuringiensis__israelensis	Bacteria	0	1	*_sol
CRBIP3.2485	Bacillus_thuringiensis__medellin	Bacteria	0	1	*_sol
CRBIP3.2486	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	
CRBIP3.2487	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	
CRBIP3.2488	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	
CRBIP3.2489	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	
CRBIP3.249	Bacillus_thuringiensis__cameroun	Bacteria	0	1	
CRBIP3.2490	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2491	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2492	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	
CRBIP3.2493	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2494	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2495	Bacillus_cereus__	Bacteria	0	1	*_HÇmoculture
CRBIP3.2496	Bacillus_sphaericus__H12	Bacteria	0	1	
CRBIP3.2497	Bacillus_sphaericus__H1A	Bacteria	0	1	
CRBIP3.2498	Bacillus_sphaericus__H7	Bacteria	0	1	
CRBIP3.2499	Bacillus_sphaericus__H11	Bacteria	0	1	
CRBIP3.25	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.250	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2500	Bacillus_cereus__	Bacteria	0	1	*_Expertise
CRBIP3.2502	Bacillus_sphaericus__H17	Bacteria	0	1	Cirphis_(Chrysalide)
CRBIP3.2504	Bacillus_sphaericus__H14	Bacteria	0	1	Cirphis_(Chrysalide)
CRBIP3.2505	Bacillus_cereus__	Bacteria	0	1	Cleonus_punctiventris
CRBIP3.2506	Bacillus_thuringiensis__aizawai	Bacteria	0	1	Larve_morte_de_Balania
CRBIP3.2507	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2508	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2509	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.251	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2510	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2511	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2512	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2513	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2514	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2515	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2516	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2517	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2518	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2519	Bacillus_cereus__	Bacteria	0	1	malade
CRBIP3.252	Bacillus_cereus__	Bacteria	0	1	Cigales
CRBIP3.2520	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2521	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.2522	Bacillus_thuringiensis__Auto-agglutinated	Bacteria	0	1	
CRBIP3.2523	Bacillus_thuringiensis__silo	Bacteria	0	1	*sol_du_QuÇbec
CRBIP3.2524	Bacillus_sphaericus__H2	Bacteria	0	1	
CRBIP3.2525	Bacillus_sphaericus__H2	Bacteria	0	1	
CRBIP3.2526	Bacillus_sphaericus__H27	Bacteria	0	1	
CRBIP3.2527	Bacillus_sphaericus__H27	Bacteria	0	1	
CRBIP3.2528	Bacillus_sphaericus__H27	Bacteria	0	1	
CRBIP3.2529	Bacillus_sphaericus__H27	Bacteria	0	1	
CRBIP3.253	Bacillus_thuringiensis__Auto-agglutinated	Bacteria	0	1	
CRBIP3.2530	Bacillus_sphaericus__H9A	Bacteria	0	1	gåte_larvaire
CRBIP3.2531	Bacillus_sphaericus__H9A	Bacteria	0	1	gåte_larvaire
CRBIP3.2532	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2535	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2536	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.254	Bacillus_sphaericus__H41	Bacteria	0	1	
CRBIP3.2540	Bacillus_cereus__	Bacteria	0	1	Criquets_(labo)
CRBIP3.2541	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	larve_morte_Prays_oleae_bern
CRBIP3.2542	Bacillus_cereus__	Bacteria	0	1	larve_morte_prays_oleae_bern
CRBIP3.2543	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Elevage_de_CHILO_SUPPRESSALIS
CRBIP3.2544	Bacillus_sphaericus__H5	Bacteria	0	1	mollusque
CRBIP3.2545	Bacillus_sphaericus__H5	Bacteria	0	1	mollusque
CRBIP3.2546	Bacillus_thuringiensis__kumamotoensis	Bacteria	0	1	
CRBIP3.2547	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2548	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2549	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.255	Bacillus_sphaericus__H40	Bacteria	0	1	
CRBIP3.2550	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.2551	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.2552	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.2553	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.256	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2560	Bacillus_thuringiensis__huazhongensis	Bacteria	0	1	sol,_graine
CRBIP3.2561	Bacillus_alvei__	Bacteria	0	1	
CRBIP3.2563	Bacillus_cereus__	Bacteria	0	1	Doryphore
CRBIP3.2564	Bacillus_thuringiensis__morrisoni	Bacteria	0	1	Doryphore
CRBIP3.2565	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2566	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Doryphore
CRBIP3.2567	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.257	Bacillus_sphaericus__H46	Bacteria	0	1	
CRBIP3.2570	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2571	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2574	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2575	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2576	Bacillus_sphaericus__H4A	Bacteria	0	1	
CRBIP3.2578	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.258	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2580	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2581	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2585	Bacillus_sphaericus__H2	Bacteria	0	1	
CRBIP3.2588	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.259	Bacillus_sphaericus__H9	Bacteria	0	1	larves_de_moustiques
CRBIP3.2590	Bacillus_brevis__	Bacteria	0	1	
CRBIP3.2591	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2592	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2594	Bacillus_thuringiensis__dakota	Bacteria	0	1	*_Sol_Nord_Dakota
CRBIP3.2595	Bacillus_thuringiensis__dakota	Bacteria	0	1	*_Sol_Nord_Dakota
CRBIP3.2596	Bacillus_thuringiensis__dakota	Bacteria	0	1	*_Sol_Nord_Dakota
CRBIP3.2597	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Colliptamus_italicus
CRBIP3.2598	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2599	Bacillus_cereus__	Bacteria	0	1	feuillage
CRBIP3.26	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.260	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2600	Bacillus_thuringiensis__Auto-agglutinated	Bacteria	0	1	Aleochara_bilineata
CRBIP3.2601	Bacillus_thuringiensis__Auto-agglutinated	Bacteria	0	1	
CRBIP3.2602	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Pieris_rapae
CRBIP3.2603	Bacillus_thuringiensis__Auto-agglutinated	Bacteria	0	1	Pieris_rapae
CRBIP3.2604	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Syrphidae_ssp.
CRBIP3.2605	Bacillus_cereus__	Bacteria	0	1	Syrphidae_ssp.
CRBIP3.2606	Bacillus_cereus__	Bacteria	0	1	chou-fleur
CRBIP3.2607	Bacillus_thuringiensis__aizawai	Bacteria	0	1	Ephestia_kÅhniella
CRBIP3.2609	Bacillus_thuringiensis__aizawai	Bacteria	0	1	Plodia_interpunctella
CRBIP3.261	Bacillus_thuringiensis__israelensis	Bacteria	0	1	Larve_de_moustique
CRBIP3.2610	Bacillus_thuringiensis__galleriae	Bacteria	0	1	
CRBIP3.2611	Bacillus_thuringiensis__galleriae	Bacteria	0	1	
CRBIP3.2612	Bacillus_thuringiensis__tolworthi	Bacteria	0	1	Cadra_sp.
CRBIP3.2613	Bacillus_thuringiensis__aizawai	Bacteria	0	1	Plodia_interpunctella
CRBIP3.2614	Bacillus_thuringiensis__tolworthi	Bacteria	0	1	Cadra_cautella
CRBIP3.2615	Bacillus_thuringiensis__aizawai	Bacteria	0	1	Cadra_figulilella
CRBIP3.2616	Bacillus_thuringiensis__sotto_biotype_dendrolimus	Bacteria	0	1	Scarabeides
CRBIP3.2618	Bacillus_thuringiensis__thompsoni	Bacteria	0	1	
CRBIP3.2619	Bacillus_thuringiensis__thompsoni	Bacteria	0	1	
CRBIP3.262	Bacillus_cereus__	Bacteria	0	1	Chenilles
CRBIP3.2620	Bacillus_thuringiensis__kenyae	Bacteria	0	1	Myridopteryx_ephemereformis
CRBIP3.2621	Bacillus_thuringiensis__kenyae	Bacteria	0	1	
CRBIP3.2622	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Pectinophora_gossypiella
CRBIP3.2623	Bacillus_thuringiensis__aizawai	Bacteria	0	1	Paramyelois_transitella
CRBIP3.2624	Bacillus_cereus__	Bacteria	0	1	*_sol
CRBIP3.2625	Bacillus_cereus__	Bacteria	0	1	*_sol
CRBIP3.2626	Bacillus_cereus__	Bacteria	0	1	*_sol
CRBIP3.2628	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	
CRBIP3.2629	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	
CRBIP3.263	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Porthetria_dispar
CRBIP3.2630	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	
CRBIP3.2631	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2632	Bacillus_thuringiensis__canadensis	Bacteria	0	1	
CRBIP3.2633	Bacillus_thuringiensis__canadensis	Bacteria	0	1	
CRBIP3.2634	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2635	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2636	Bacillus_cereus__	Bacteria	0	1	Insect_bioassay
CRBIP3.2637	Bacillus_cereus__	Bacteria	0	1	Insect_bioassay
CRBIP3.2639	Bacillus_thuringiensis__roskildiensis	Bacteria	0	1	*_feuilles
CRBIP3.264	Bacillus_sphaericus__H5	Bacteria	0	1	sol
CRBIP3.2640	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2641	Bacillus_sphaericus__H16	Bacteria	0	1	Doryphore
CRBIP3.2642	Bacillus_thuringiensis__Auto-agglutinated	Bacteria	0	1	Doryphore
CRBIP3.2643	Bacillus_thuringiensis__indiana	Bacteria	0	1	*_laine_de_mouton
CRBIP3.2644	Bacillus_thuringiensis__tolworthi	Bacteria	0	1	
CRBIP3.2645	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	*_laine_de_mouton
CRBIP3.2646	Bacillus_thuringiensis__toumanoffi	Bacteria	0	1	*_laine_de_mouton
CRBIP3.2647	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	*_laine_de_mouton
CRBIP3.2648	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	*laine_de_mouton
CRBIP3.2649	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	*_laine_de_mouton
CRBIP3.265	Bacillus_thuringiensis__canadensis	Bacteria	0	1	
CRBIP3.2650	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	*_laine_de_mouton
CRBIP3.2651	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	*_laine_de_mouton
CRBIP3.2652	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	*laine_de_mouton
CRBIP3.2654	Bacillus_caldolyticus__	Bacteria	0	1	
CRBIP3.2656	Bacillus_caldovelox__	Bacteria	0	1	
CRBIP3.266	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	sol
CRBIP3.2664	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.2665	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	
CRBIP3.2666	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2667	Bacillus_thuringiensis__Auto-agglutinated	Bacteria	0	1	
CRBIP3.2668	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2669	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.267	Bacillus_thuringiensis__morrisoni	Bacteria	0	1	protection_eau
CRBIP3.2670	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.2671	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2672	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2673	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2674	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.2675	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	
CRBIP3.2676	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2677	Bacillus_cereus__	Bacteria	0	1	*_plaie_suintante
CRBIP3.2678	Bacillus_thuringiensis__kumamotoensis	Bacteria	0	1	
CRBIP3.268	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2687	Bacillus_thuringiensis__israelensis	Bacteria	0	1	Dermaptera
CRBIP3.2688	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Zonocerus_variegatus
CRBIP3.2689	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Zonocerus_variegatus
CRBIP3.269	Bacillus_sphaericus__H2	Bacteria	0	1	Larves_C._pipiens_quinquefasciatus
CRBIP3.2690	Bacillus_thuringiensis__morrisoni	Bacteria	0	1	Tineola_bisselliella
CRBIP3.2691	Bacillus_alvei__	Bacteria	0	1	
CRBIP3.2694	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol_non_cultivÇ
CRBIP3.2695	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	*_sol
CRBIP3.2696	Bacillus_thuringiensis__konkukian	Bacteria	0	1	*_sol
CRBIP3.2697	Bacillus_thuringiensis__konkukian	Bacteria	0	1	*_sol
CRBIP3.2699	Bacillus_thuringiensis__Auto-agglutinated	Bacteria	0	1	sol
CRBIP3.27	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	*_Javelin
CRBIP3.270	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2700	Bacillus_thuringiensis__andalousiensis	Bacteria	0	1	
CRBIP3.2701	Bacillus_thuringiensis__mexicanensis	Bacteria	0	1	*_sol
CRBIP3.2702	Bacillus_thuringiensis__konkukian	Bacteria	0	1	*_sol
CRBIP3.2703	Bacillus_thuringiensis__konkukian	Bacteria	0	1	*_sol
CRBIP3.2704	Bacillus_thuringiensis__konkukian	Bacteria	0	1	*_sol
CRBIP3.2705	Bacillus_thuringiensis__konkukian	Bacteria	0	1	*_sol
CRBIP3.2706	Bacillus_thuringiensis__konkukian	Bacteria	0	1	*_sol
CRBIP3.2707	Bacillus_thuringiensis__konkukian	Bacteria	0	1	*_sol
CRBIP3.2708	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2709	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.271	Bacillus_cereus__	Bacteria	0	1	*expert._prod._pharmaceutiques
CRBIP3.2710	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2711	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2712	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2713	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2714	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2715	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2716	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2717	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2718	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2719	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.272	Bacillus_cereus__	Bacteria	0	1	*_sol
CRBIP3.2720	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2721	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2722	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2723	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2724	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2725	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2726	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2727	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2728	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2729	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.273	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2730	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2731	Bacillus_thuringiensis__aizawai	Bacteria	0	1	Oothäque_du_criquet_marocain
CRBIP3.2732	Bacillus_thuringiensis__sotto	Bacteria	0	1	*_sol
CRBIP3.2733	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	*_sol
CRBIP3.2734	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	*_sol
CRBIP3.2735	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	*_sol
CRBIP3.2736	Bacillus_thuringiensis__aizawai	Bacteria	0	1	*_sol
CRBIP3.2737	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	*_sol
CRBIP3.2738	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	*_sol
CRBIP3.2739	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	*_sol
CRBIP3.274	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2740	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	*_sol
CRBIP3.2741	Bacillus_cereus__	Bacteria	0	1	*_sol
CRBIP3.2742	Bacillus_cereus__	Bacteria	0	1	*_sol
CRBIP3.2743	Bacillus_cereus__	Bacteria	0	1	*_sol
CRBIP3.2744	Bacillus_thuringiensis__mexicanensis	Bacteria	0	1	*_sol
CRBIP3.2745	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	*_sol
CRBIP3.2746	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	*_sol
CRBIP3.2747	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	*_sol
CRBIP3.2748	Bacillus_thuringiensis__sotto	Bacteria	0	1	*_sol
CRBIP3.2749	Bacillus_cereus__	Bacteria	0	1	*_sol
CRBIP3.275	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2750	Bacillus_thuringiensis__sotto	Bacteria	0	1	*_sol
CRBIP3.2751	Bacillus_thuringiensis__pakistani	Bacteria	0	1	*_sol
CRBIP3.2752	Bacillus_thuringiensis__sooncheon	Bacteria	0	1	*_sol
CRBIP3.2753	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	*_sol
CRBIP3.2754	Bacillus_cereus__	Bacteria	0	1	*_sol
CRBIP3.2755	Bacillus_thuringiensis__morrisoni	Bacteria	0	1	*_sol
CRBIP3.2756	Bacillus_thuringiensis__galleriae	Bacteria	0	1	*_sol
CRBIP3.2757	Bacillus_cereus__	Bacteria	0	1	*_sol
CRBIP3.2758	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2759	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.276	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2760	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2761	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2762	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2763	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2764	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2765	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2766	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2767	Bacillus_thuringiensis__kumamotoensis	Bacteria	0	1	sol
CRBIP3.2768	Bacillus_thuringiensis__sooncheon	Bacteria	0	1	sol
CRBIP3.2769	Bacillus_thuringiensis__sooncheon	Bacteria	0	1	sol
CRBIP3.277	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2770	Bacillus_thuringiensis__sooncheon	Bacteria	0	1	sol
CRBIP3.2771	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2772	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2773	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2774	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2775	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	sol
CRBIP3.2776	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2777	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2778	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	sol
CRBIP3.2779	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	sol
CRBIP3.278	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2780	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	sol
CRBIP3.2781	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	sol
CRBIP3.2782	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	sol
CRBIP3.2783	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	sol
CRBIP3.2784	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2786	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	Sol
CRBIP3.2787	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	Sol
CRBIP3.2788	Bacillus_thuringiensis__nigeriensis	Bacteria	0	1	Sol
CRBIP3.2789	Bacillus_cereus__	Bacteria	0	1	Sol
CRBIP3.279	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2790	Bacillus_cereus__	Bacteria	0	1	Sol
CRBIP3.2791	Bacillus_cereus__	Bacteria	0	1	Sol
CRBIP3.2792	Bacillus_thuringiensis__sooncheon	Bacteria	0	1	Sol
CRBIP3.2793	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2794	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2795	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2796	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2797	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2798	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2799	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.28	Bacillus_sphaericus__H5	Bacteria	0	1	Culex_pipiens_molestus
CRBIP3.280	Bacillus_sphaericus__H5	Bacteria	0	1	
