Identification	Name	Type	Temperature	Risk	Source
CIP_101920	Gemella_haemolysans	Bacteria	37	1	Human,_blood
CIP_101921	Haemophilus_influenzae_III	Bacteria	37	2	Human
CIP_101925	Corynebacterium_striatum	Bacteria	30	2	Human,_urine
CIP_101926	Cellvibrio_mixtus_mixtus	Bacteria	30	1	
CIP_101927	Cellvibrio_mixtus_mixtus	Bacteria	30	1	Forest_litter
CIP_101928	Pseudomonas_stutzeri	Bacteria	30	1	Sea_water
CIP_101929	Lactobacillus_gasseri	Bacteria	37	1	
CIP_101930	Lactobacillus_fermentum	Bacteria	37	1	
CIP_101931	Haemophilus_influenzae_II	Bacteria	37	2	Human,_spinal_fluid
CIP_101932	Corynebacterium_aurimucosum	Bacteria	37	2	Human,_blood
CIP_101935	Pseudomonas_aeruginosa	Bacteria	30	2	Human,_urine
CIP_101936	Pseudomonas_putida	Bacteria	30	1	Human,_blood
CIP_101937	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_sputum
CIP_101938	Lactobacillus_rhamnosus	Bacteria	37	1	Human
CIP_101940	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_pus
CIP_101941T	Propionibacterium_propionicum	Bacteria	37	1	Small_concretions_from_human_lacrymal_duct
CIP_101943	Corynebacterium_urealyticum	Bacteria	37	2	Human,_urine
CIP_101945	Corynebacterium_pseudodiphtheriticum	Bacteria	37	2	Human,_sputum
CIP_101947	Corynebacterium_striatum	Bacteria	30	2	Human,_abscess
CIP_101948	Vibrio_alginolyticus	Bacteria	25	2	Human,_wound
CIP_101949	Moraxella_nonliquefaciens	Bacteria	30	1	Human,_blood
CIP_101950	Bacillus_licheniformis	Bacteria	30	1	Human,_blood
CIP_101952	Burkholderia_cepacia	Bacteria	30	1	Human,_blood
CIP_101953	Burkholderia_cepacia	Bacteria	30	1	Human,_bronchial_swab
CIP_101954	Pediococcus_acidilactici	Bacteria	37	1	Pleural_fluid
CIP_101955	Campylobacter_fetus_fetus	Bacteria	37	2	Human,_blood
CIP_101956	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_pus
CIP_101963	Actinobacillus_ureae	Bacteria	37	1	Human,_sputum
CIP_101967	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_pus
CIP_101968	Actinomyces_turicensis	Bacteria	37	2	Human,_vagina
CIP_101969	Capnocytophaga_ochracea	Bacteria	37	1	Human,_blood
CIP_101970	Capnocytophaga_sputigena	Bacteria	37	1	Human,_blood
CIP_101971	Haemophilus_parainfluenzae_I	Bacteria	37	2	Human,_pus
CIP_101973	Corynebacterium_jeikeium	Bacteria	37	2	
CIP_101974	Unnamed_bacterium	Bacteria	30	1	Human
CIP_101975	Bacillus_cereus	Bacteria	30	1	Cosmetic_product
CIP_101976	Microbacterium_oxydans	Bacteria	30	1	Human,_dog_bite
CIP_101977	Corynebacterium_striatum	Bacteria	30	2	Human,_drainage_fluid
CIP_101981	Corynebacterium_sundsvallense	Bacteria	30	1	Human,_blood
CIP_101982	Corynebacterium_accolens	Bacteria	37	2	
CIP_101983	Corynebacterium_striatum	Bacteria	30	2	Human,_throat
CIP_101984	Stenotrophomonas_maltophilia	Bacteria	30	1	Dialysis_bag
CIP_101985	Moraxella_osloensis	Bacteria	30	1	Human,_psoriasis
CIP_101987	Clostridium_tertium	Bacteria	37	2	Human,_blood
CIP_101989	Pseudomonas_oryzihabitans	Bacteria	30	1	Human,_blood
CIP_101990	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_vagina
CIP_101991	Leuconostoc_lactis	Bacteria	25	1	Human,_blood
CIP_101996	Bacillus_pumilus	Bacteria	30	1	Human,_blood
CIP_101998	Rothia_aeria	Bacteria	30	1	Human,_blood
CIP_101999	Elizabethkingia_meningoseptica	Bacteria	30	1	
CIP_102003	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_blood
CIP_102006	Lactobacillus_fermentum	Bacteria	37	1	
CIP_102007	Lactobacillus_fermentum	Bacteria	37	1	
CIP_102008	Pasteurella_canis	Bacteria	37	2	Dog_bite
CIP_102009	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_pus
CIP_102010	Gardnerella_vaginalis	Bacteria	37	2	Human,_vagina
CIP_102012	Stenotrophomonas_maltophilia	Bacteria	30	1	Human
CIP_102013	Haemophilus_parainfluenzae_I	Bacteria	37	2	Human,_blood
CIP_102014	Haemophilus_influenzae_III	Bacteria	37	2	Human,_blood
CIP_102016	Haemophilus_influenzae_I	Bacteria	37	2	Human,_sputum
CIP_102018	Bacillus_cereus	Bacteria	30	1	Human,_catheter
CIP_102019	Streptococcus_thermophilus	Bacteria	37	2	
CIP_102020	Bacillus_coagulans	Bacteria	30	1	
CIP_102021	Lactobacillus_plantarum	Bacteria	37	1	
CIP_102026	Haemophilus_parainfluenzae_II	Bacteria	37	2	Vaginal_swab
CIP_102028	Methylobacterium_organophilum	Bacteria	25	1	Spinal_fluid
CIP_102029	Corynebacterium_jeikeium	Bacteria	37	2	
CIP_102031	Actinomyces_naeslundii	Bacteria	37	2	Human,_sputum
CIP_102032	Eikenella_corrodens	Bacteria	37	2	Human,_abscess
CIP_102033	Haemophilus_influenzae_IV	Bacteria	37	2	Human,_vagina
CIP_102035	Carnobacterium_maltaromaticum	Bacteria	30	1	Cow,_milk
CIP_102041	Achromobacter_xylosoxidans_xylosoxidans	Bacteria	30	1	Human,_sputum
CIP_102046	Corynebacterium_glucuronolyticum	Bacteria	37	2	Human,_urine
CIP_102055	Unnamed_bacterium	Bacteria	30	1	Human,_spinal_fluid
CIP_102062	Achromobacter_xylosoxidans_xylosoxidans	Bacteria	30	1	Human,_blood
CIP_102064	Moraxella_nonliquefaciens	Bacteria	30	1	Human,_tears
CIP_102065	Propionibacterium_avidum	Bacteria	37	1	Mammary_outflow
CIP_102067	Pseudomonas_luteola	Bacteria	30	1	Human,_blood
CIP_102068	Haemophilus_parainfluenzae_I	Bacteria	37	1	Human,_sputum
CIP_102069	Brevibacterium_linens	Bacteria	30	1	
CIP_102073	Actinomyces_turicensis	Bacteria	37	2	Human,_breast_ulcer
CIP_102076	Corynebacterium_tuberculostearicum	Bacteria	37	2	
CIP_102077	Lactobacillus_delbrueckii_bulgaricus	Bacteria	37	1	
CIP_102078	Lactobacillus_delbrueckii_bulgaricus	Bacteria	37	1	
CIP_102079	Lactobacillus_acidophilus	Bacteria	37	1	
CIP_102081	Bacillus_pumilus	Bacteria	30	1	Human,_arm_burn
CIP_102083	Moraxella_laennata	Bacteria	30	1	Human,_blood
CIP_102084	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_feces
CIP_102086T	Microbacterium_luteolum	Bacteria	30	1	Soil
CIP_102087T	Microbacterium_schleiferi	Bacteria	30	1	Sewage
CIP_102088	Cellulomonas_uda	Bacteria	30	1	Sugarcane_field
CIP_102089T	Cellulomonas_uda	Bacteria	30	1	Compost
CIP_102094	Lactobacillus_delbrueckii_bulgaricus	Bacteria	37	1	
CIP_102096	Bacillus_flexus	Bacteria	30	1	Cosmetic_product
CIP_102097	Stenotrophomonas_maltophilia	Bacteria	30	1	Human,_blood
CIP_102100	Moraxella_osloensis	Bacteria	30	1	Human,_redon
CIP_102101	Corynebacterium_amycolatum	Bacteria	37	2	Human,_throat
CIP_102102	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_feces
CIP_102103	Lactococcus_lactis_lactis	Bacteria	30	1	Human
CIP_102104	Lactobacillus_acidophilus	Bacteria	37	1	Human,_blood
CIP_102105	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_blood
CIP_102106	Corynebacterium_minutissimum	Bacteria	30	2	Human,_urine
CIP_102107	Gardnerella_vaginalis	Bacteria	37	2	Human,_vagina
CIP_102108	Lactobacillus_acidophilus	Bacteria	37	1	Human,_vagina
CIP_102109	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_blood
CIP_102110T	Brevibacterium_epidermidis	Bacteria	30	1	Human,_skin
CIP_102111T	Brevibacterium_casei	Bacteria	30	1	Cheese,_Cheddar
CIP_102112T	Corynebacterium_variabile	Bacteria	30	2	Food
CIP_102113	Cellulosimicrobium_cellulans	Bacteria	30	1	Soil
CIP_102114T	Cellulomonas_fimi	Bacteria	30	1	Soil
CIP_102115	Cellulomonas_fimi	Bacteria	30	1	
CIP_102116	Microbacterium_binotii	Bacteria	30	1	Human,_blood
CIP_102119	Haemophilus_influenzae_III	Bacteria	37	2	Human,_sputum
CIP_102120	Aggregatibacter_segnis	Bacteria	37	2	Human,_ascites
CIP_102121	Haemophilus_influenzae	Bacteria	37	2	Human,_peritoneal_fluid
CIP_102122	Unnamed_bacterium	Bacteria	30	1	Human,_trachea
CIP_102123	Actinobacillus_ureae	Bacteria	37	1	Human,_sputum
CIP_102124	Corynebacterium_tuberculostearicum	Bacteria	37	2	Tuna,_tin
CIP_102125	Corynebacterium_pseudodiphtheriticum	Bacteria	30	2	Child,_throat
CIP_102126	Unnamed_bacterium	Bacteria	30	1	Human,_hand_pus
CIP_102127	Pseudomonas_mosselli	Bacteria	30	1	Human_blood
CIP_102128	Microbacterium_oxydans	Bacteria	30	1	Human,_blood
CIP_102131	Zimmermannella_bifida	Bacteria	30	2	Blood
CIP_102132	Lactobacillus_jensenii	Bacteria	37	1	Human,_vagina
CIP_102133	Corynebacterium_amycolatum	Bacteria	37	2	Human,_ankle_bone
CIP_102134	Corynebacterium_glucuronolyticum	Bacteria	30	2	Human,_blood
CIP_102135	Pasteurella_multocida_multocida	Bacteria	37	2	Human,_cat_bite
CIP_102137	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_appendicular_pus
CIP_102138	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_blood
CIP_102139	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_blood
CIP_102140	Alcaligenes_faecalis_faecalis	Bacteria	30	1	Human,_feces
CIP_102141	Aggregatibacter_segnis	Bacteria	37	2	Human,_bone_pus
CIP_102142	Burkholderia_cepacia	Bacteria	30	1	Human,_blood
CIP_102144	Pasteurella_multocida_septica	Bacteria	37	2	Cat_bite
CIP_102145	Corynebacterium_striatum	Bacteria	30	2	Human,_mediastinitis
CIP_102146	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_epiglottis_biopsy
CIP_102147	Haemophilus_influenzae_I	Bacteria	37	2	Human,_blood
CIP_102148	Corynebacterium_pseudodiphtheriticum	Bacteria	30	2	Human,_nose
CIP_102149	Actinomyces_neuii	Bacteria	37	2	Human,_sperm
CIP_102152	Neisseria_elongata_nitroreducens	Bacteria	30	1	Human,_peritoneal_fluid
CIP_102153	Actinomyces_schaalii	Bacteria	37	2	Human,_urine
CIP_102154	Ornithobacterium_rhinotracheale	Bacteria	37	2	Turkey,_lung
CIP_102156	Pseudomonas_fluorescens	Bacteria	30	1	Human,_blood
CIP_102157	Haemophilus_parainfluenzae_II	Bacteria	37	2	Human,_blood
CIP_102161	Gardnerella_vaginalis	Bacteria	37	2	Human,_placenta
CIP_102164	Aggregatibacter_segnis	Bacteria	37	2	
CIP_102165	Gardnerella_vaginalis	Bacteria	37	2	Human,_vagina
CIP_102166	Marinilactibacillus_psychrotolerans	Bacteria	37	1	Human,_blood
CIP_102167	Leuconostoc_lactis	Bacteria	25	1	Human,_blood
CIP_102168	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_feces
CIP_102169	Haemophilus_parainfluenzae_II	Bacteria	37	2	Human,_abdominal_wound
CIP_102170	Corynebacterium_jeikeium	Bacteria	37	2	Human,_urethritis
CIP_102171	Corynebacterium_jeikeium	Bacteria	37	2	Human,_anal_swab
CIP_102172	Corynebacterium_jeikeium	Bacteria	37	2	Human,_blood
CIP_102173	Haemophilus_influenzae_II	Bacteria	37	2	Human,_spinal_fluid
CIP_102176	Corynebacterium_amycolatum	Bacteria	37	2	Human,_blood
CIP_102177	Corynebacterium_amycolatum	Bacteria	37	2	Human,_jugular_catheter
CIP_102178	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_blood
CIP_102179	Pasteurella_stomatis	Bacteria	37	2	Human,_nasal_swab
CIP_102180	Actinobacillus_lignieresii	Bacteria	37	1	Goat
CIP_102181	Escherichia_coli	Bacteria	30	2	Canine
CIP_102182	Staphylococcus_aureus_aureus	Bacteria	37	2	
CIP_102183	Corynebacterium_macginleyi	Bacteria	37	2	Human,_eye
CIP_102184	Proteus_vulgaris	Bacteria	30	2	Human,_ear
CIP_102186	Arcanobacterium_haemolyticum	Bacteria	37	2	Human,_anal_swab
CIP_102187	Stenotrophomonas_maltophilia	Bacteria	30	1	Human,_blood
CIP_102189	Corynebacterium_jeikeium	Bacteria	37	2	Human,_Mikulicz's_drain
CIP_102192	Actinomyces_odontolyticus	Bacteria	37	2	Human,_tonsil
CIP_102194	Lactobacillus_gasseri	Bacteria	37	1	Human,_blood
CIP_102196	Exiguobacterium_acetylicum	Bacteria	30	1	Human,_blood
CIP_102197	Lactobacillus_fermentum	Bacteria	37	1	Human,_feces
CIP_102198	Achromobacter_xylosoxidans_xylosoxidans	Bacteria	30	1	Human,_ear
CIP_102199	Bacillus_subtilis_subtilis	Bacteria	30	1	Human,_sinus
CIP_102200	Unnamed_bacterium	Bacteria	30	1	Human,_blood
CIP_102201	Achromobacter_piechaudii	Bacteria	30	1	Human,_blood
CIP_102202	Haemophilus_parainfluenzae_II	Bacteria	37	2	Human,_lung
CIP_102204	Haemophilus_parainfluenzae_I	Bacteria	37	2	Human,_lung
CIP_102205	Pseudomonas_aeruginosa	Bacteria	30	2	Shampoo
CIP_102206	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_feces
CIP_102207	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_blood
CIP_102208	Haemophilus_parainfluenzae_II	Bacteria	37	2	Human,_blood
CIP_102209	Oligella_urethralis	Bacteria	30	1	Human,_ear
CIP_102211	Corynebacterium_tuberculostearicum	Bacteria	37	2	Human,_blood
CIP_102213	Pseudomonas_aeruginosa	Bacteria	30	2	Human,_sputum
CIP_102214	Pseudomonas_aeruginosa	Bacteria	30	2	Human,_sputum
CIP_102215	Chryseobacterium_indologenes	Bacteria	30	1	Human,_bronchial_aspiration
CIP_102216	Haemophilus_influenzae_II	Bacteria	37	2	Human,_blood
CIP_102218	Leuconostoc_citreum	Bacteria	30	1	Human,_blood
CIP_102219	Haemophilus_parainfluenzae	Bacteria	37	2	Human,_brain_abscess
CIP_102220	Cellulomonas_gelida	Bacteria	30	1	
CIP_102221T	Cellulomonas_gelida	Bacteria	30	1	Soil
CIP_102222T	Cellulomonas_cellasea	Bacteria	30	1	Soil
CIP_102224	Haemophilus_influenzae_II	Bacteria	37	2	Human,_sputum
CIP_102227	Haemophilus_influenzae	Bacteria	37	2	Human,_sputum
CIP_102228	Pasteurella_multocida_multocida	Bacteria	37	2	Human,_foot_osteoarthritis
CIP_102229	Bacillus_licheniformis	Bacteria	30	1	Human,_blood
CIP_102230	Bacillus_licheniformis	Bacteria	30	1	Human,_blood
CIP_102231	Moraxella_nonliquefaciens	Bacteria	30	1	Human,_nose
CIP_102232	Haemophilus_haemolyticus	Bacteria	37	2	Human,_sputum
CIP_102233	Brevibacterium_casei	Bacteria	30	1	Human,_abscess
CIP_102234	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_articular_fluid
CIP_102235	Stenotrophomonas_maltophilia	Bacteria	30	1	Human,_sputum
CIP_102236	Achromobacter_xylosoxidans_xylosoxidans	Bacteria	30	1	Human,_sputum
CIP_102237	Lactobacillus_casei	Bacteria	30	1	Human,_feces
CIP_102238	Haemophilus_haemolyticus	Bacteria	37	2	Infant
CIP_102239	Delftia_acidovorans	Bacteria	30	1	Human,_blood
CIP_102240	Pseudomonas_aeruginosa	Bacteria	30	2	Human,_sputum
CIP_102241	Ralstonia_pickettii	Bacteria	30	1	Human,_conjunctivitis
CIP_102242	Ralstonia_pickettii	Bacteria	30	1	Human,_conjunctivitis
CIP_102243	Pediococcus_acidilactici	Bacteria	30	1	Human,_feces
CIP_102244	Pediococcus_pentosaceus	Bacteria	30	1	Human,_saliva
CIP_102245	Pseudomonas_fluorescens	Bacteria	30	1	Human,_gingiva_pus
CIP_102246	Moraxella_osloensis	Bacteria	30	1	Human,_conjunctiva
CIP_102247	Moraxella_osloensis	Bacteria	30	1	Human,_spinal_fluid
CIP_102248	Haemophilus_parahaemolyticus	Bacteria	37	2	Human,_lung
CIP_102250	Ochrobactrum_anthropi	Bacteria	30	1	Human,_blood
CIP_102260T	Pediococcus_pentosaceus	Bacteria	30	1	Dried_American_beer_yeast
CIP_102261	Pediococcus_pentosaceus	Bacteria	30	1	Sake_mash
CIP_102262T	Pediococcus_parvulus	Bacteria	30	1	Silage
CIP_102263T	Tetragenococcus_halophilus_halophilus	Bacteria	30	1	
CIP_102264T	Pediococcus_damnosus	Bacteria	25	1	Lager_beer_yeast
CIP_102266	Microbacterium_imperiale	Bacteria	30	1	
CIP_102268	Paenibacillus_macerans	Bacteria	30	1	Human,_blood
CIP_102269	Corynebacterium_striatum	Bacteria	30	2	Human,_ankle_wound
CIP_102270	Corynebacterium_minutissimum	Bacteria	30	2	Human,_skin
CIP_102271	Paenibacillus_polymyxa	Bacteria	30	1	Human,_vagina
CIP_102272	Acinetobacter_johnsonii	Bacteria	30	1	Human,_gingival_pus
CIP_102273	Actinobaculum_schaalii	Bacteria	37	2	Human,_urine
CIP_102274	Achromobacter_xylosoxidans_xylosoxidans	Bacteria	30	1	Human,_sputum
CIP_102276	Lactobacillus_gasseri	Bacteria	37	1	Human,_blood
CIP_102277	Achromobacter_xylosoxidans_denitrificans	Bacteria	30	1	Human,_blood
CIP_102279	Lactobacillus_delbrueckii_indicus	Bacteria	37	1	Human,_urine
CIP_102280	Unnamed_bacterium	Bacteria	30	1	Human,_mitral_prosthesis
CIP_102281	Paenibacillus_massiliensis	Bacteria	30	1	Tobacco
CIP_102282	Pantoea_agglomerans	Bacteria	30	1	Tobacco
CIP_102283	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_sinus_puncture
CIP_102284	Haemophilus_influenzae_III	Bacteria	37	2	Sputum
CIP_102285	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_peritoneal_fluid
CIP_102287	Paenibacillus_polymyxa	Bacteria	30	1	Tobacco
CIP_102288	Achromobacter_xylosoxidans_xylosoxidans	Bacteria	30	1	Human,_skin
CIP_102291	Haemophilus_influenzae_IV	Bacteria	37	2	Human,_urethra
CIP_102292	Corynebacterium_urealyticum	Bacteria	37	2	Human,_urine
CIP_102295	Haemophilus_influenzae_III	Bacteria	37	2	Human,_sputum
CIP_102296	Corynebacterium_jeikeium	Bacteria	37	2	Human,_bedsore
CIP_102297	Corynebacterium_amycolatum	Bacteria	37	2	Human,_blood
CIP_102300T	Lactococcus_raffinolactis	Bacteria	30	1	Raw_milk
CIP_102301T	Lactococcus_lactis_cremoris	Bacteria	30	1	
CIP_102302T	Streptococcus_bovis	Bacteria	37	2	Cow,_dung
CIP_102303T	Streptococcus_thermophilus	Bacteria	37	2	Pasteurized_milk
CIP_102305T	Leuconostoc_mesenteroides_mesenteroides	Bacteria	25	1	Fermenting_olives
CIP_102307	Leuconostoc_lactis	Bacteria	25	1	Human,_saliva
CIP_102308	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_feces
CIP_102309	Lactobacillus_paracasei_paracasei	Bacteria	37	1	Human,_feces
CIP_102310	Pseudomonas_mosselli	Bacteria	30	1	Human,_urine
CIP_102312	Corynebacterium_jeikeium	Bacteria	30	2	Human,_thoracentesis
CIP_102313	Aerococcus_viridans	Bacteria	30	1	Human,_pleural_fluid
CIP_102314	Bordetella_bronchiseptica	Bacteria	30	2	Human,_lung
CIP_102315	Corynebacterium_jeikeium	Bacteria	37	2	Human,_blood
CIP_102316	Corynebacterium_urealyticum	Bacteria	37	2	Human,_urine
CIP_102317	Unnamed_bacterium	Bacteria	37	1	Human,_nose
CIP_102318	Comamonas_testosteroni	Bacteria	30	1	Human,_urine
CIP_102319	Corynebacterium_urealyticum	Bacteria	37	2	Human,_ear
CIP_102321	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_blood
CIP_102322	Unnamed_bacterium	Bacteria	30	1	Bird,_conjunctivitis
CIP_102323	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_thoracic_fistula
CIP_102324	Lactobacillus_salivarius	Bacteria	37	1	Human,_blood
CIP_102325	Bacillus_cereus	Bacteria	30	1	Dialysis_fluid
CIP_102326	Corynebacterium_minutissimum	Bacteria	37	2	Human,_pus_after_cat_bite
CIP_102327	Corynebacterium_striatum	Bacteria	30	2	Human,_blood
CIP_102328	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_pus
CIP_102329	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_abdominal_abscess
CIP_102330	Pasteurella_multocida_multocida	Bacteria	37	2	Human,_dog_bite
CIP_102331	Pasteurella_multocida_multocida	Bacteria	37	2	Human,_cat_bite
CIP_102332	Ochrobactrum_anthropi	Bacteria	30	1	Human,_blood
CIP_102333	Pediococcus_pentosaceus	Bacteria	30	1	Human,_feces
CIP_102334	Pediococcus_acidilactici	Bacteria	30	1	Human,_saliva
CIP_102335	Corynebacterium_amycolatum	Bacteria	37	2	Human,_nose
CIP_102339	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_blood
CIP_102340	Actinomyces_oris	Bacteria	37	2	Human,_pus
CIP_102341	Pseudomonas_putida	Bacteria	30	1	Bag_of_blood
CIP_102343	Enterobacteriaceae_spp.	Bacteria	30	1	Human,_urine
CIP_102344	Pseudomonas_aeruginosa	Bacteria	30	2	Human,_urine
CIP_102345	Gemella_haemolysans	Bacteria	37	1	Human,_blood
CIP_102346	Corynebacterium_tuberculostearicum	Bacteria	37	2	Human,_blood
CIP_102347	Brevibacterium_casei	Bacteria	30	1	Human,_sputum
CIP_102348	Haemophilus_haemolyticus	Bacteria	37	2	Human,_throat
CIP_102349	Pasteurella_multocida_multocida	Bacteria	37	2	Human,_dog_bite
CIP_102350	Aggregatibacter_segnis	Bacteria	37	2	Human,_trachea
CIP_102352	Kingella_denitrificans	Bacteria	30	1	Human,_throat
CIP_102353	Kingella_denitrificans	Bacteria	30	1	Human,_throat
CIP_102357	Microbacterium_imperiale	Bacteria	30	1	Human,_blood
CIP_102358	Unnamed_bacterium	Bacteria	30	1	Human,_urine
CIP_102359	Lactobacillus_plantarum	Bacteria	37	1	Human,_spinal_fluid
CIP_102360	Corynebacterium_jeikeium	Bacteria	37	2	Human,_blood
CIP_102361T	Arthrobacter_ramosus	Bacteria	30	1	Soil,_beech_forest
CIP_102362T	Arthrobacter_pascens	Bacteria	30	1	Soil
CIP_102363T	Arthrobacter_citreus	Bacteria	30	1	Chicken,_feces
CIP_102364T	Arthrobacter_aurescens	Bacteria	30	1	
CIP_102365T	Sinomonas_atrocyana	Bacteria	30	1	Air_contaminant_of_laboratory
CIP_102366	Arthrobacter_uratoxydans	Bacteria	22	1	
CIP_102367T	Arthrobacter_uratoxydans	Bacteria	25	1	Humus_soil
CIP_102368	Haemophilus_influenzae_I	Bacteria	37	2	Human,_sputum
CIP_102370	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_sinus
CIP_102371	Rhizobium_radiobacter	Bacteria	30	1	Human,_blood
CIP_102372	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_brain_abscess
CIP_102373	Unnamed_bacterium	Bacteria	30	1	Human,_blood
CIP_102374	Rhodococcus_equi	Bacteria	30	2	Human,_blood
CIP_102375	Corynebacterium_urealyticum	Bacteria	37	2	Human,_abscess
CIP_102376	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_sinus
CIP_102377	Empedobacter_brevis	Bacteria	30	1	Human,_blood
CIP_102378	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_blood
CIP_102379	Enterococcus_faecium	Bacteria	37	2	Human,_redon_fluid
CIP_102380	Pasteurella_multocida_multocida	Bacteria	37	2	Human,_bartholinitis
CIP_102381	Haemophilus_influenzae_V	Bacteria	37	2	Human,_vulva
CIP_102382	Gardnerella_vaginalis	Bacteria	37	2	Infant
CIP_102383	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_blood
CIP_102384	Bacillus_licheniformis	Bacteria	30	1	Cosmetic_product
CIP_102385	Bacillus_licheniformis	Bacteria	30	1	Cosmetic_product
CIP_102388	Leuconostoc_mesenteroides_mesenteroides	Bacteria	25	1	Human,_blood
CIP_102389	Corynebacterium_pseudodiphtheriticum	Bacteria	30	2	Human,_conjunctivitis
CIP_102390	Haemophilus_influenzae_II	Bacteria	37	2	Human,_blood
CIP_102391	Haemophilus_parainfluenzae_I	Bacteria	37	2	Human,_blood
CIP_102392	Clostridium_tertium	Bacteria	37	2	Human,_skin_ulcer
CIP_102395	Bacillus_badius	Bacteria	30	1	Oyster
CIP_102399	Pseudomonas_aeruginosa	Bacteria	30	2	Human,_urine
CIP_102400	Escherichia_coli	Bacteria	30	2	
CIP_102401T	Microbacterium_flavescens	Bacteria	25	1	Soil
CIP_102402T	Microbacterium_liquefaciens	Bacteria	30	1	Milk
CIP_102403	Microbacterium_liquefaciens	Bacteria	30	1	Milk
CIP_102404T	Nocardioides_jensenii	Bacteria	25	1	Soil
CIP_102405	Lactobacillus_dextrinicus	Bacteria	30	1	Beer
CIP_102406T	Pediococcus_inopinatus	Bacteria	30	1	Brewery_yeast
CIP_102409	Rhodococcus_equi	Bacteria	30	2	Human,_lung
CIP_102412	Unnamed_bacterium	Bacteria	30	1	Human,_dog_bite
CIP_102415	Moraxella_nonliquefaciens	Bacteria	30	1	Human,_eye_pus
